time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.544112,      -88.78294,       30.10334,       -7.31522,      -88.77848,       30.10198,       -8.75000,K:\raw data\GM11\10-01\FL11274193204.png,    4, 1046, 1222
       19.547649,      -88.77227,       30.10009,      -10.90217,      -88.76873,       30.09900,      -11.14130,K:\raw data\GM11\10-01\FL11274193204.png,    4, 1428, 1556
       19.650289,      -88.50477,       29.95010,      -19.51087,      -88.50443,       29.94669,      -12.21739,K:\raw data\GM11\10-01\FL11274193844.png,   10,  514,  638
       21.533166,      -90.00013,       28.38312,      -29.79348,      -90.00006,       28.39950,      -22.61957,K:\raw data\GM11\10-01\FL11274213126.png,  110,  986, 1635
       21.654768,      -90.00041,       28.71097,      -30.03261,      -90.00047,       28.71543,      -36.01087,K:\raw data\GM11\10-01\FL11274213913.png,  117,  120,  270
      0.98040639,      -90.02296,       29.02329,      -14.60870,      -90.00629,       29.00964,      -13.89130,K:\raw data\GM11\10-01\FL11275004451.png,  127, 1098, 1798
      0.99823833,      -89.99884,       28.97556,      -21.78261,      -89.99863,       28.94118,      -22.85870,K:\raw data\GM11\10-01\FL11275005927.png,  128,  798, 1980
       1.1487269,      -90.00323,       28.50673,      -23.81522,      -90.00302,       28.49291,      -20.34783,K:\raw data\GM11\10-01\FL11275010820.png,  136, 1052, 1524
       1.1764286,      -90.00279,       28.42075,      -29.91304,      -90.00305,       28.40081,      -28.11957,K:\raw data\GM11\10-01\FL11275011033.png,  138,   44,  762
       3.0010603,      -88.49840,       29.38805,      -23.57609,      -88.49805,       29.41545,      -27.76087,K:\raw data\GM11\10-01\FL11275025952.png,  235,  354, 1494
       3.0223919,      -88.49835,       29.44280,      -24.17391,      -88.49845,       29.45374,      -22.61957,K:\raw data\GM11\10-01\FL11275030059.png,  236,  658, 1088
       3.0820356,      -88.49912,       29.59574,      -22.50000,      -88.49921,       29.60213,      -30.75000,K:\raw data\GM11\10-01\FL11275030419.png,  239, 1100, 1370
       3.0931644,      -88.49909,       29.62428,      -31.58696,      -88.49905,       29.65385,      -30.63043,K:\raw data\GM11\10-01\FL11275030525.png,  240,  302, 1564
       3.1670756,      -88.49858,       29.81001,      -22.50000,      -88.49887,       29.82845,      -22.26087,K:\raw data\GM11\10-01\FL11275030952.png,  244,  285, 1066
       3.2456344,      -88.51029,       30.00638,      -17.47826,      -88.52013,       30.00857,      -17.83696,K:\raw data\GM11\10-01\FL11275031419.png,  248,  770, 1114
