time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.371597,      -88.75936,       30.18333,      -10.06522,      -88.75409,       30.18317,       -8.03261,K:\raw data\GM11\10-04\FL11277192116.png,    8, 1822, 1998
       19.392540,      -88.69142,       30.17877,       -2.89130,      -88.69053,       30.17874,      -11.38043,K:\raw data\GM11\10-04\FL11277192329.png,   10,   84,  141
       19.441999,      -88.53302,       30.17473,       -4.56522,      -88.52593,       30.17433,       -9.10870,K:\raw data\GM11\10-04\FL11277192543.png,   12, 1426, 1668
       19.461886,      -88.46909,       30.17228,       -8.63043,      -88.46108,       30.17232,      -12.21739,K:\raw data\GM11\10-04\FL11277192649.png,   13, 1574, 1846
       19.500735,      -88.34652,       30.17433,       -7.67391,      -88.34389,       30.17389,      -12.93478,K:\raw data\GM11\10-04\FL11277192903.png,   15, 1770, 1885
       19.521900,      -88.30182,       30.13907,      -16.64130,      -88.30223,       30.12755,      -17.83696,K:\raw data\GM11\10-04\FL11277193116.png,   17,   56,  436
       19.527872,      -88.30214,       30.12098,      -18.31522,      -88.29904,       30.09077,      -15.80435,K:\raw data\GM11\10-04\FL11277193116.png,   17,  701, 1818
       19.562527,      -88.29926,       30.01863,       -7.67391,      -88.30079,       29.99725,       -3.84783,K:\raw data\GM11\10-04\FL11277193329.png,   19,  444, 1226
       19.706627,      -88.32183,       29.98304,       -7.43478,      -88.32167,       30.00257,      -22.26087,K:\raw data\GM11\10-04\FL11277194223.png,   27,    8,  768
       19.714460,      -88.32167,       30.00413,      -16.40217,      -88.32160,       30.01114,       -7.07609,K:\raw data\GM11\10-04\FL11277194223.png,   27,  854, 1106
       19.715719,      -88.32164,       30.00802,      -23.21739,      -88.32151,       30.01661,      -21.30435,K:\raw data\GM11\10-04\FL11277194223.png,   27,  990, 1324
       19.721978,      -88.32141,       30.02600,      -14.96739,      -88.32152,       30.03304,       -4.68478,K:\raw data\GM11\10-04\FL11277194223.png,   27, 1666, 1928
       19.732255,      -88.32273,       30.05413,      -11.61957,      -88.32299,       30.05805,       -5.88043,K:\raw data\GM11\10-04\FL11277194329.png,   28,  776,  886
       19.793047,      -88.33472,       30.19855,       -5.40217,      -88.34241,       30.19383,       -4.80435,K:\raw data\GM11\10-04\FL11277194649.png,   31, 1342, 1624
       19.801879,      -88.34846,       30.17698,       -4.44565,      -88.34831,       30.17451,      -13.77174,K:\raw data\GM11\10-04\FL11277194756.png,   32,  296,  386
       19.804620,      -88.34818,       30.16878,      -10.18478,      -88.34832,       30.16550,      -14.60870,K:\raw data\GM11\10-04\FL11277194756.png,   32,  592,  710
       19.831636,      -88.35649,       30.08831,      -16.64130,      -88.35626,       30.08418,      -16.52174,K:\raw data\GM11\10-04\FL11277194903.png,   33, 1510, 1670
       19.834506,      -88.35590,       30.08007,      -16.04348,      -88.35560,       30.07762,      -15.92391,K:\raw data\GM11\10-04\FL11277194903.png,   33, 1820, 1918
       19.855838,      -88.35112,       30.01699,      -19.75000,      -88.35088,       30.01454,      -24.05435,K:\raw data\GM11\10-04\FL11277195116.png,   35,  124,  222
       20.084062,      -88.33933,       30.17180,       -8.98913,      -88.33803,       30.17378,       -6.95652,K:\raw data\GM11\10-04\FL11277200436.png,   47,  774,  852
       20.085784,      -88.33702,       30.17590,       -8.03261,      -88.33635,       30.17813,       -4.08696,K:\raw data\GM11\10-04\FL11277200436.png,   47,  960, 1054
       20.087932,      -88.33597,       30.18272,       -7.07609,      -88.33820,       30.19022,       -6.83696,K:\raw data\GM11\10-04\FL11277200436.png,   47, 1192, 1504
       20.118670,      -88.39644,       30.16275,       -6.23913,      -88.39648,       30.15528,      -14.01087,K:\raw data\GM11\10-04\FL11277200649.png,   49,  512,  778
       20.123189,      -88.39660,       30.14946,       -6.59783,      -88.39704,       30.14533,      -16.88043,K:\raw data\GM11\10-04\FL11277200649.png,   49, 1000, 1137
       20.142409,      -88.39947,       30.09182,      -15.56522,      -88.39919,       30.08030,      -15.92391,K:\raw data\GM11\10-04\FL11277200756.png,   50, 1076, 1500
       20.154982,      -88.39881,       30.05451,       -6.35870,      -88.39888,       30.04868,       -6.23913,K:\raw data\GM11\10-04\FL11277200902.png,   51,  434,  654
       20.156760,      -88.39888,       30.04951,      -14.72826,      -88.39888,       30.04618,      -18.79348,K:\raw data\GM11\10-04\FL11277200902.png,   51,  626,  742
       20.337996,      -88.42678,       30.03469,      -20.70652,      -88.42648,       30.05007,      -17.59783,K:\raw data\GM11\10-04\FL11277202009.png,   61,  200,  815
       20.343015,      -88.42653,       30.04776,       -7.07609,      -88.42641,       30.05315,      -17.71739,K:\raw data\GM11\10-04\FL11277202009.png,   61,  742,  922
       20.345644,      -88.42637,       30.05547,      -11.02174,      -88.42630,       30.06087,      -15.80435,K:\raw data\GM11\10-04\FL11277202009.png,   61, 1026, 1226
       20.347496,      -88.42630,       30.06087,      -15.80435,      -88.42622,       30.07165,      -15.32609,K:\raw data\GM11\10-04\FL11277202009.png,   61, 1226, 1668
       20.366661,      -88.42700,       30.11402,       -4.08696,      -88.42688,       30.12019,      -11.85870,K:\raw data\GM11\10-04\FL11277202116.png,   62, 1296, 1536
       20.371420,      -88.42673,       30.12636,       -4.08696,      -88.42658,       30.13101,      -12.81522,K:\raw data\GM11\10-04\FL11277202116.png,   62, 1810, 1978
       20.424823,      -88.45100,       30.13225,       -9.46739,      -88.45120,       30.12978,       -3.60870,K:\raw data\GM11\10-04\FL11277202436.png,   65, 1578, 1684
       20.441841,      -88.45280,       30.08100,      -15.92391,      -88.45265,       30.07019,       -1.69565,K:\raw data\GM11\10-04\FL11277202542.png,   66, 1416, 1824
       20.458284,      -88.45396,       30.03211,       -8.98913,      -88.45411,       30.01370,      -14.36957,K:\raw data\GM11\10-04\FL11277202649.png,   67, 1192, 1864
       20.607569,      -88.47754,       29.96186,      -13.29348,      -88.47651,       29.97193,      -27.04348,K:\raw data\GM11\10-04\FL11277203542.png,   75, 1316, 1720
       20.640492,      -88.47455,       30.05304,      -17.23913,      -88.47473,       30.05922,      -16.40217,K:\raw data\GM11\10-04\FL11277203756.png,   77,  872, 1102
       20.649381,      -88.47582,       30.07772,       -9.70652,      -88.47610,       30.08232,      -16.52174,K:\raw data\GM11\10-04\FL11277203756.png,   77, 1832, 1990
       20.652510,      -88.47630,       30.08616,       -3.60870,      -88.47653,       30.09155,      -14.72826,K:\raw data\GM11\10-04\FL11277203902.png,   78,  170,  354
       20.726402,      -88.49975,       30.11245,      -12.69565,      -88.49959,       30.10998,       -4.08696,K:\raw data\GM11\10-04\FL11277204329.png,   82,  150,  262
       20.729772,      -88.49903,       30.10257,      -14.36957,      -88.49882,       30.10010,       -3.72826,K:\raw data\GM11\10-04\FL11277204329.png,   82,  514,  616
       20.753567,      -88.49669,       30.03230,      -12.21739,      -88.49809,       30.02064,      -11.97826,K:\raw data\GM11\10-04\FL11277204436.png,   83, 1084, 1480
       20.771158,      -88.50376,       29.97909,      -23.09783,      -88.50388,       29.97826,      -17.71739,K:\raw data\GM11\10-04\FL11277204542.png,   84,  984, 1028
       20.772010,      -88.50399,       29.97743,      -24.77174,      -88.50489,       29.97079,      -13.65217,K:\raw data\GM11\10-04\FL11277204542.png,   84, 1076, 1284
       20.775436,      -88.50559,       29.96581,      -25.36957,      -88.50595,       29.96333,      -19.51087,K:\raw data\GM11\10-04\FL11277204542.png,   84, 1446, 1576
       20.901204,      -88.52615,       29.96215,      -14.13043,      -88.52609,       29.96448,      -22.73913,K:\raw data\GM11\10-04\FL11277205329.png,   91, 1030, 1131
       20.916036,      -88.52642,       30.00418,      -19.98913,      -88.52668,       30.01814,      -16.88043,K:\raw data\GM11\10-04\FL11277205436.png,   92,  632, 1194
       20.918258,      -88.52655,       30.00962,       -8.98913,      -88.52668,       30.01814,       -1.21739,K:\raw data\GM11\10-04\FL11277205436.png,   92,  872, 1210
       20.921129,      -88.52667,       30.01736,      -11.38043,      -88.52671,       30.02278,       -3.13043,K:\raw data\GM11\10-04\FL11277205436.png,   92, 1182, 1352
       20.925110,      -88.52671,       30.02896,      -11.26087,      -88.52671,       30.03205,       -0.50000,K:\raw data\GM11\10-04\FL11277205436.png,   92, 1612, 1726
       20.926221,      -88.52671,       30.03205,       -9.70652,      -88.52671,       30.03437,       -1.09783,K:\raw data\GM11\10-04\FL11277205436.png,   92, 1732, 1820
       20.927276,      -88.52671,       30.03437,      -10.78261,      -88.52673,       30.03746,       -6.83696,K:\raw data\GM11\10-04\FL11277205436.png,   92, 1846, 1940
       20.930554,      -88.52679,       30.04365,      -15.80435,      -88.52692,       30.05610,      -15.08696,K:\raw data\GM11\10-04\FL11277205542.png,   93,  200,  658
       20.938738,      -88.52700,       30.06698,      -10.66304,      -88.52699,       30.06930,      -15.20652,K:\raw data\GM11\10-04\FL11277205542.png,   93, 1084, 1192
       20.952145,      -88.52679,       30.10422,       -6.71739,      -88.52676,       30.10655,      -14.13043,K:\raw data\GM11\10-04\FL11277205649.png,   94,  532,  600
       20.970032,      -88.52675,       30.15390,       -1.09783,      -88.52480,       30.15735,      -11.26087,K:\raw data\GM11\10-04\FL11277205756.png,   95,  464,  586
       20.982013,      -88.50781,       30.18158,      -11.73913,      -88.50817,       30.18311,       -6.71739,K:\raw data\GM11\10-04\FL11277205756.png,   95, 1758, 1844
       21.014918,      -88.54945,       30.13900,      -12.57609,      -88.54940,       30.13569,       -8.86957,K:\raw data\GM11\10-04\FL11277210009.png,   97, 1312, 1432
       21.018381,      -88.54983,       30.12826,      -12.09783,      -88.55037,       30.12168,       -3.96739,K:\raw data\GM11\10-04\FL11277210009.png,   97, 1686, 1924
       21.044416,      -88.54933,       30.05085,      -15.32609,      -88.54906,       30.03762,      -15.44565,K:\raw data\GM11\10-04\FL11277210222.png,   99,  498, 1008
       21.050406,      -88.54901,       30.03348,       -4.80435,      -88.54894,       30.02189,       -7.19565,K:\raw data\GM11\10-04\FL11277210222.png,   99, 1145, 1552
       21.054304,      -88.54894,       30.02189,       -2.29348,      -88.54896,       30.01526,      -22.14130,K:\raw data\GM11\10-04\FL11277210222.png,   99, 1566, 1782
       21.056063,      -88.54895,       30.01692,       -7.67391,      -88.54897,       30.01360,       -7.07609,K:\raw data\GM11\10-04\FL11277210222.png,   99, 1756, 1846
       21.156722,      -88.57630,       29.83284,      -22.73913,      -88.57617,       29.83822,      -18.19565,K:\raw data\GM11\10-04\FL11277210902.png,  105,  628,  819
       21.159944,      -88.57604,       29.84201,      -21.30435,      -88.57637,       29.85897,      -11.61957,K:\raw data\GM11\10-04\FL11277210902.png,  105,  976, 1627
       21.165406,      -88.57631,       29.85742,      -21.42391,      -88.57649,       29.86209,      -17.35870,K:\raw data\GM11\10-04\FL11277210902.png,  105, 1566, 1732
       21.173184,      -88.57685,       29.87916,      -19.03261,      -88.57693,       29.88380,      -23.69565,K:\raw data\GM11\10-04\FL11277211009.png,  106,  406,  608
       21.288379,      -88.57013,       30.18971,       -6.47826,      -88.57564,       30.19068,       -5.76087,K:\raw data\GM11\10-04\FL11277211649.png,  112,  848, 1014
       21.303711,      -88.59967,       30.16266,       -8.39130,      -88.59972,       30.15943,       -9.10870,K:\raw data\GM11\10-04\FL11277211756.png,  113,  504,  588
       21.314432,      -88.59931,       30.13031,      -12.57609,      -88.59933,       30.12866,       -4.92391,K:\raw data\GM11\10-04\FL11277211756.png,  113, 1662, 1732
       21.318376,      -88.59944,       30.11961,      -11.02174,      -88.59955,       30.10897,      -12.57609,K:\raw data\GM11\10-04\FL11277211902.png,  114,   88,  473
       21.382446,      -88.59929,       29.92882,       -7.67391,      -88.59934,       29.92051,       -3.96739,K:\raw data\GM11\10-04\FL11277212222.png,  117, 1008, 1294
       21.383501,      -88.59931,       29.92467,      -19.63043,      -88.59939,       29.91553,      -19.39130,K:\raw data\GM11\10-04\FL11277212222.png,  117, 1122, 1450
       21.385742,      -88.59935,       29.91885,       -6.47826,      -88.59952,       29.90643,      -23.21739,K:\raw data\GM11\10-04\FL11277212222.png,  117, 1364, 1780
       21.386927,      -88.59940,       29.91470,       -3.48913,      -88.59955,       29.90311,      -15.80435,K:\raw data\GM11\10-04\FL11277212222.png,  117, 1492, 1940
       21.391815,      -88.59959,       29.90063,       -9.46739,      -88.59969,       29.88818,       -8.98913,K:\raw data\GM11\10-04\FL11277212329.png,  118,   20,  468
       21.406518,      -88.59836,       29.85679,      -12.93478,      -88.59154,       29.84844,      -21.42391,K:\raw data\GM11\10-04\FL11277212329.png,  118, 1608, 1992
       21.410777,      -88.58936,       29.84711,       -4.68478,      -88.58549,       29.84521,      -22.85870,K:\raw data\GM11\10-04\FL11277212436.png,  119,   68,  244
       21.410518,      -88.59083,       29.84797,      -15.68478,      -88.58859,       29.84671,      -24.41304,K:\raw data\GM11\10-04\FL11277212436.png,  119,   40,  114
       21.430535,      -88.59272,       29.80307,      -22.97826,      -88.60224,       29.80225,      -12.33696,K:\raw data\GM11\10-04\FL11277212542.png,  120,  202,  526
       21.444182,      -88.62498,       29.82200,       -4.68478,      -88.62536,       29.83048,       -8.86957,K:\raw data\GM11\10-04\FL11277212542.png,  120, 1676, 1990
       21.447348,      -88.62551,       29.83201,      -10.18478,      -88.62622,       29.85528,      -12.81522,K:\raw data\GM11\10-04\FL11277212649.png,  121,   18,  964
       21.471309,      -88.62573,       29.89840,       -5.28261,      -88.62647,       29.93523,       -5.88043,K:\raw data\GM11\10-04\FL11277212756.png,  122,  606, 1978
       21.470606,      -88.62572,       29.89683,      -20.94565,      -88.62585,       29.90702,      -13.29348,K:\raw data\GM11\10-04\FL11277212756.png,  122,  530,  947
       21.484327,      -88.62648,       29.93601,       -6.11957,      -88.62631,       29.98787,       -7.31522,K:\raw data\GM11\10-04\FL11277212902.png,  123,   12, 1990
       21.502770,      -88.62631,       29.98787,       -7.19565,      -88.62650,       30.01381,      -17.95652,K:\raw data\GM11\10-04\FL11277213009.png,  124,    4,  986
       21.514510,      -88.62654,       30.02009,      -18.19565,      -88.62649,       30.03264,      -18.55435,K:\raw data\GM11\10-04\FL11277213009.png,  124, 1272, 1712
       21.515751,      -88.62653,       30.02401,       -5.88043,      -88.62649,       30.03185,      -18.43478,K:\raw data\GM11\10-04\FL11277213009.png,  124, 1406, 1682
       21.523130,      -88.62639,       30.04521,      -15.56522,      -88.62638,       30.04757,      -18.55435,K:\raw data\GM11\10-04\FL11277213116.png,  125,  203,  281
       21.529361,      -88.62656,       30.06252,       -2.17391,      -88.62676,       30.07119,      -11.61957,K:\raw data\GM11\10-04\FL11277213116.png,  125,  876, 1196
       21.530036,      -88.62661,       30.06489,      -17.23913,      -88.62670,       30.06883,      -13.77174,K:\raw data\GM11\10-04\FL11277213116.png,  125,  949, 1116
       21.532231,      -88.62674,       30.07040,       -3.25000,      -88.62724,       30.09242,       -8.63043,K:\raw data\GM11\10-04\FL11277213116.png,  125, 1186, 1988
       21.539841,      -88.62724,       30.09242,       -7.91304,      -88.62745,       30.10190,      -10.78261,K:\raw data\GM11\10-04\FL11277213222.png,  126,    8,  366
       21.621057,      -88.65383,       30.07213,      -16.64130,      -88.65330,       30.06475,      -10.06522,K:\raw data\GM11\10-04\FL11277213649.png,  130,  780, 1028
       21.623483,      -88.65330,       30.06475,      -18.55435,      -88.65259,       30.05656,      -13.17391,K:\raw data\GM11\10-04\FL11277213649.png,  130, 1042, 1326
       21.628242,      -88.65189,       30.05003,      -16.16304,      -88.65046,       30.03860,      -10.66304,K:\raw data\GM11\10-04\FL11277213649.png,  130, 1556, 1996
       21.637223,      -88.64935,       30.02386,      -18.43478,      -88.64937,       30.01974,      -16.76087,K:\raw data\GM11\10-04\FL11277213756.png,  131,  526,  695
       21.642787,      -88.64940,       30.00820,      -19.27174,      -88.64924,       29.99500,      -18.19565,K:\raw data\GM11\10-04\FL11277213756.png,  131, 1127, 1598
       21.644556,      -88.64935,       30.00242,      -12.33696,      -88.64901,       29.98430,      -11.97826,K:\raw data\GM11\10-04\FL11277213756.png,  131, 1318, 1994
       21.651018,      -88.64899,       29.98347,      -12.57609,      -88.64840,       29.95795,       -8.27174,K:\raw data\GM11\10-04\FL11277213902.png,  132,   16,  951
       21.659110,      -88.64841,       29.95877,      -13.29348,      -88.64824,       29.93154,      -11.97826,K:\raw data\GM11\10-04\FL11277213902.png,  132,  890, 1907
       21.671128,      -88.64825,       29.92328,       -5.76087,      -88.64840,       29.91006,       -8.27174,K:\raw data\GM11\10-04\FL11277214009.png,  133,  188,  686
       21.687960,      -88.64880,       29.87367,       -8.98913,      -88.64824,       29.86377,       -7.07609,K:\raw data\GM11\10-04\FL11277214116.png,  134,    6,  378
       21.692700,      -88.64640,       29.85918,      -18.31522,      -88.63653,       29.85031,       -9.70652,K:\raw data\GM11\10-04\FL11277214116.png,  134,  518, 1038
       21.696867,      -88.63803,       29.85114,      -16.64130,      -88.62500,       29.82799,       -9.46739,K:\raw data\GM11\10-04\FL11277214116.png,  134,  968, 1984
       21.698718,      -88.63294,       29.84800,      -17.11957,      -88.62882,       29.84377,      -19.15217,K:\raw data\GM11\10-04\FL11277214116.png,  134, 1168, 1395
       21.709125,      -88.62795,       29.81999,       -9.46739,      -88.63628,       29.81170,      -12.93478,K:\raw data\GM11\10-04\FL11277214222.png,  135,  292,  674
       21.757010,      -88.67823,       29.90626,      -14.96739,      -88.67767,       29.91955,      -13.17391,K:\raw data\GM11\10-04\FL11277214436.png,  137, 1464, 1996
       21.762047,      -88.67761,       29.92112,      -10.18478,      -88.67728,       29.93360,      -11.50000,K:\raw data\GM11\10-04\FL11277214542.png,  138,    8,  534
       21.766972,      -88.67726,       29.93439,      -14.01087,      -88.67710,       29.94692,       -3.72826,K:\raw data\GM11\10-04\FL11277214542.png,  138,  540, 1010
       21.770759,      -88.67712,       29.94456,      -12.57609,      -88.67706,       29.95163,      -11.85870,K:\raw data\GM11\10-04\FL11277214542.png,  138,  949, 1206
       21.775472,      -88.67701,       29.95791,      -10.90217,      -88.67703,       29.97125,      -10.66304,K:\raw data\GM11\10-04\FL11277214542.png,  138, 1458, 1986
       21.780638,      -88.67704,       29.97282,      -12.81522,      -88.67709,       29.99961,      -14.72826,K:\raw data\GM11\10-04\FL11277214649.png,  139,   16, 1020
       21.791415,      -88.67705,       30.00355,      -14.60870,      -88.67698,       30.00906,      -11.26087,K:\raw data\GM11\10-04\FL11277214649.png,  139, 1180, 1401
       21.799711,      -88.67669,       30.02714,       -9.70652,      -88.67666,       30.03186,      -17.95652,K:\raw data\GM11\10-04\FL11277214756.png,  140,   76,  276
       21.811775,      -88.67712,       30.06105,      -10.06522,      -88.67730,       30.07131,      -15.68478,K:\raw data\GM11\10-04\FL11277214756.png,  140, 1379, 1758
       21.826116,      -88.67693,       30.10132,       -9.82609,      -88.67677,       30.12673,      -10.42391,K:\raw data\GM11\10-04\FL11277214902.png,  141,  928, 1872
       21.845670,      -88.68177,       30.15691,      -10.66304,      -88.68566,       30.16041,       -4.92391,K:\raw data\GM11\10-04\FL11277215009.png,  142, 1040, 1246
       21.861447,      -88.72788,       30.17925,       -7.43478,      -88.73868,       30.18231,       -3.36957,K:\raw data\GM11\10-04\FL11277215116.png,  143,  744, 1114
       21.867021,      -88.74582,       30.18441,       -7.55435,      -88.75648,       30.18763,       -5.88043,K:\raw data\GM11\10-04\FL11277215116.png,  143, 1346, 1710
      0.88411556,      -88.36485,       30.18247,       -6.11957,      -88.34454,       30.17919,       -8.03261,K:\raw data\GM11\10-04\FL11278005254.png,  159,  228,  894
      0.89459611,      -88.32942,       30.17524,       -9.46739,      -88.31252,       30.16707,       -9.34783,K:\raw data\GM11\10-04\FL11278005254.png,  159, 1360, 1994
      0.91011361,      -88.30107,       30.14185,      -15.20652,      -88.30022,       30.11559,      -17.71739,K:\raw data\GM11\10-04\FL11278005401.png,  160, 1036, 1994
      0.92935278,      -88.30034,       30.08519,      -10.66304,      -88.30040,       30.08107,      -17.71739,K:\raw data\GM11\10-04\FL11278005507.png,  161, 1114, 1284
      0.95227694,      -88.30177,       30.01773,      -23.45652,      -88.30185,       30.00954,      -20.58696,K:\raw data\GM11\10-04\FL11278005614.png,  162, 1590, 1881
      0.99945861,      -88.30119,       29.87736,      -30.27174,      -88.29480,       29.85197,      -32.54348,K:\raw data\GM11\10-04\FL11278005934.png,  165,  686, 1696
       1.0153833,      -88.27885,       29.83936,      -29.43478,      -88.27612,       29.82644,      -28.47826,K:\raw data\GM11\10-04\FL11278010041.png,  166,  406,  920
       1.0190497,      -88.27573,       29.82963,      -33.61957,      -88.30056,       29.81125,      -32.78261,K:\raw data\GM11\10-04\FL11278010041.png,  166,  802, 1994
       1.0317156,      -88.30484,       29.81210,      -31.58696,      -88.32530,       29.85114,      -30.75000,K:\raw data\GM11\10-04\FL11278010147.png,  167,  170, 1978
       1.1044692,      -88.32531,       29.99968,       -6.23913,      -88.32515,       30.01870,      -17.00000,K:\raw data\GM11\10-04\FL11278010614.png,  171,   28,  774
       1.1087467,      -88.32530,       30.01141,       -4.92391,      -88.32511,       30.02016,      -11.97826,K:\raw data\GM11\10-04\FL11278010614.png,  171,  490,  852
       1.1125611,      -88.32507,       30.02162,      -22.73913,      -88.32495,       30.02892,      -20.46739,K:\raw data\GM11\10-04\FL11278010614.png,  171,  902, 1216
       1.1166906,      -88.32490,       30.03184,      -16.52174,      -88.32484,       30.03695,      -13.53261,K:\raw data\GM11\10-04\FL11278010614.png,  171, 1348, 1546
       1.1185422,      -88.32484,       30.03695,      -20.46739,      -88.32483,       30.04207,      -16.04348,K:\raw data\GM11\10-04\FL11278010614.png,  171, 1548, 1724
       1.1238567,      -88.32500,       30.05162,      -16.28261,      -88.32548,       30.06925,      -17.11957,K:\raw data\GM11\10-04\FL11278010721.png,  172,  122,  854
       1.1313561,      -88.32548,       30.07072,      -12.81522,      -88.32538,       30.07436,       -5.04348,K:\raw data\GM11\10-04\FL11278010721.png,  172,  932, 1058
       1.1324856,      -88.32538,       30.07436,      -18.79348,      -88.32491,       30.08386,      -13.65217,K:\raw data\GM11\10-04\FL11278010721.png,  172, 1054, 1444
       1.1690942,      -88.30635,       30.16460,       -9.22826,      -88.30631,       30.18559,       -8.51087,K:\raw data\GM11\10-04\FL11278010934.png,  174, 1008, 1984
       1.1867594,      -88.33154,       30.19336,       -8.98913,      -88.33585,       30.19177,       -4.80435,K:\raw data\GM11\10-04\FL11278011041.png,  175,  916, 1048
       1.1933978,      -88.34726,       30.18105,       -4.68478,      -88.34914,       30.17638,      -11.85870,K:\raw data\GM11\10-04\FL11278011041.png,  175, 1633, 1784
       1.2475325,      -88.34966,       30.01728,      -15.80435,      -88.34948,       30.00294,      -17.00000,K:\raw data\GM11\10-04\FL11278011401.png,  178, 1480, 1990
       1.2550875,      -88.34938,       29.99451,      -17.11957,      -88.34922,       29.97184,       -5.40217,K:\raw data\GM11\10-04\FL11278011507.png,  179,  296, 1098
       1.2629111,      -88.34922,       29.97100,      -28.00000,      -88.34919,       29.96345,      -23.21739,K:\raw data\GM11\10-04\FL11278011507.png,  179, 1141, 1418
       1.2746325,      -88.34910,       29.93588,      -24.89130,      -88.34917,       29.92504,      -13.29348,K:\raw data\GM11\10-04\FL11278011614.png,  180,  407,  788
       1.3764025,      -88.37443,       29.92347,      -18.67391,      -88.37410,       29.93462,      -28.00000,K:\raw data\GM11\10-04\FL11278012147.png,  185, 1399, 1814
       1.3997619,      -88.37415,       29.98669,      -24.17391,      -88.37414,       29.98818,      -18.19565,K:\raw data\GM11\10-04\FL11278012254.png,  186, 1922, 1992
       1.4064467,      -88.37422,       30.00454,      -18.67391,      -88.37447,       30.03643,      -10.30435,K:\raw data\GM11\10-04\FL11278012401.png,  187,  644, 1944
       1.4410181,      -88.37419,       30.09633,      -16.64130,      -88.37415,       30.10290,      -16.52174,K:\raw data\GM11\10-04\FL11278012614.png,  189,  378,  676
       1.4661086,      -88.36470,       30.15959,      -12.81522,      -88.36268,       30.16096,      -12.45652,K:\raw data\GM11\10-04\FL11278012721.png,  190, 1088, 1202
