time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.538484,      -88.63900,       30.06875,      -10.90217,      -88.61040,       30.05553,      -11.26087,K:\raw data\GM11\09-30\FL11273193143.png,    5, 1040, 1986
       19.547705,      -88.60950,       30.05512,      -11.73913,      -88.59516,       30.04853,      -11.26087,K:\raw data\GM11\09-30\FL11273193249.png,    6,   36,  498
       19.637291,      -88.49936,       29.82754,      -12.93478,      -88.49998,       29.81991,      -12.93478,K:\raw data\GM11\09-30\FL11273193716.png,   10, 1712, 1968
       19.785132,      -88.50275,       29.37636,      -11.61957,      -88.50275,       29.36716,       -8.86957,K:\raw data\GM11\09-30\FL11273194609.png,   18, 1680, 1990
       20.730376,      -88.99994,       28.92731,      -13.53261,      -88.98607,       28.92309,      -10.54348,K:\raw data\GM11\09-30\FL11273204341.png,   69,  228,  682
       20.766382,      -89.03280,       28.89846,      -10.42391,      -89.03490,       28.90167,      -11.14130,K:\raw data\GM11\09-30\FL11273204554.png,   71,  117,  300
       21.347033,      -89.76334,       28.00375,      -22.97826,      -89.77414,       28.00373,      -12.09783,K:\raw data\GM11\09-30\FL11273211959.png,  101, 1484, 1836
       21.507262,      -89.99556,       28.25413,      -27.28261,      -89.99579,       28.26499,      -19.03261,K:\raw data\GM11\09-30\FL11273212959.png,  110,  790, 1162
       21.509354,      -89.99570,       28.26034,      -11.50000,      -89.99597,       28.27506,       -9.46739,K:\raw data\GM11\09-30\FL11273212959.png,  110, 1016, 1566
       21.576618,      -89.99605,       28.44877,       -8.63043,      -89.99513,       28.49372,       -7.91304,K:\raw data\GM11\09-30\FL11273213426.png,  114,  281, 1994
       21.622772,      -89.99569,       28.57961,      -11.97826,      -89.99550,       28.58753,      -16.88043,K:\raw data\GM11\09-30\FL11273213639.png,  116, 1266, 1558
       21.694507,      -90.00019,       28.78439,      -16.88043,      -90.00061,       28.80362,      -15.20652,K:\raw data\GM11\09-30\FL11273214106.png,  120, 1014, 1738
       21.742189,      -90.00041,       28.91695,      -21.90217,      -90.00191,       28.94255,      -22.38043,K:\raw data\GM11\09-30\FL11273214426.png,  123,  164, 1186
       21.792574,      -90.04560,       29.04040,       -9.58696,      -90.05202,       29.04825,       -9.58696,K:\raw data\GM11\09-30\FL11273214639.png,  125, 1606, 1996
       21.796259,      -90.05202,       29.04825,       -8.86957,      -90.06728,       29.06696,       -7.91304,K:\raw data\GM11\09-30\FL11273214746.png,  126,    4,  910
