time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.470724,      -88.63927,       29.63584,      -11.61957,      -88.62063,       29.61891,      -12.69565,K:\raw data\GM11\10-03\FL11276192738.png,   12, 1058, 1992
       19.479649,      -88.62001,       29.61834,      -12.69565,      -88.61314,       29.61213,       -7.55435,K:\raw data\GM11\10-03\FL11276192845.png,   13,   22,  360
       19.482816,      -88.61314,       29.61213,      -15.92391,      -88.59366,       29.59473,       -5.16304,K:\raw data\GM11\10-03\FL11276192845.png,   13,  364, 1268
       22.035791,      -88.69206,       29.45194,       -3.72826,      -88.71118,       29.47054,      -15.80435,K:\raw data\GM11\10-03\FL11276220205.png,  151,  106, 1008
       22.042920,      -88.70798,       29.46746,      -24.77174,      -88.72793,       29.48651,      -13.77174,K:\raw data\GM11\10-03\FL11276220205.png,  151,  876, 1800
       22.084157,      -88.80055,       29.56121,      -10.90217,      -88.80755,       29.56994,      -11.14130,K:\raw data\GM11\10-03\FL11276220418.png,  153, 1330, 1736
      0.83210722,      -88.64517,       29.62415,      -11.02174,      -88.62799,       29.61030,       -9.58696,K:\raw data\GM11\10-03\FL11277004941.png,  170,  428, 1198
      0.84260639,      -88.62005,       29.60388,      -12.93478,      -88.61407,       29.59905,       -8.63043,K:\raw data\GM11\10-03\FL11277004941.png,  170, 1562, 1824
      0.84873556,      -88.60527,       29.59230,      -19.98913,      -88.60029,       29.58896,      -22.38043,K:\raw data\GM11\10-03\FL11277005047.png,  171,  224,  436
      0.86117917,      -88.57287,       29.57126,      -29.91304,      -88.56278,       29.56478,      -29.91304,K:\raw data\GM11\10-03\FL11277005047.png,  171, 1568, 1992
      0.86530861,      -88.56206,       29.56432,      -29.55435,      -88.55120,       29.55732,      -30.63043,K:\raw data\GM11\10-03\FL11277005154.png,  172,   14,  469
       3.5319600,      -88.61250,       29.36458,      -27.88043,      -88.62538,       29.38008,      -28.11957,K:\raw data\GM11\10-03\FL11277033154.png,  316,   34,  760
       3.5628928,      -88.67243,       29.43724,      -30.03261,      -88.68343,       29.45000,      -28.11957,K:\raw data\GM11\10-03\FL11277033300.png,  317, 1375, 1994
       3.5688275,      -88.68397,       29.45064,      -26.80435,      -88.70792,       29.47876,      -16.64130,K:\raw data\GM11\10-03\FL11277033407.png,  318,   16, 1346
