time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.000015,      -88.49971,       29.82456,      -13.41304,      -88.49944,       29.81889,      -16.52174,K:\raw data\GM11\10-07\FL11280185920.png,   17, 1090, 1282
       20.482218,      -87.99789,       29.96055,      -27.52174,      -87.99781,       29.96939,      -28.83696,K:\raw data\GM11\10-07\FL11280202813.png,   97, 1180, 1518
       20.485848,      -87.99777,       29.97179,      -27.40217,      -87.99772,       29.97420,      -26.32609,K:\raw data\GM11\10-07\FL11280202813.png,   97, 1572, 1670
       20.498865,      -87.97238,       29.99373,      -20.58696,      -87.96087,       29.99820,      -20.34783,K:\raw data\GM11\10-07\FL11280202920.png,   98,  978, 1440
       21.905954,      -87.03670,       30.10240,      -19.03261,      -87.03798,       30.10536,      -19.03261,K:\raw data\GM11\10-07\FL11280215346.png,  174,  955, 1074
       21.909352,      -87.04080,       30.11203,      -27.16304,      -87.04112,       30.11277,      -27.16304,K:\raw data\GM11\10-07\FL11280215346.png,  174, 1322, 1352
       21.911815,      -87.04330,       30.11797,      -22.38043,      -87.04361,       30.11871,      -19.39130,K:\raw data\GM11\10-07\FL11280215346.png,  174, 1588, 1641
      0.80159528,      -87.04093,       30.11994,      -16.88043,      -87.03855,       30.10852,      -20.94565,K:\raw data\GM11\10-07\FL11281004732.png,  180, 1016, 1408
      0.80718750,      -87.03758,       30.10362,      -26.68478,      -87.03726,       30.10200,      -27.40217,K:\raw data\GM11\10-07\FL11281004732.png,  180, 1620, 1680
      0.80953917,      -87.03617,       30.09629,      -28.71739,      -87.03586,       30.09466,      -28.47826,K:\raw data\GM11\10-07\FL11281004732.png,  180, 1874, 1940
       2.0335397,      -87.56923,       30.00041,      -27.28261,      -87.58366,       30.00104,      -28.35870,K:\raw data\GM11\10-07\FL11281020159.png,  247,   76,  552
       2.0382986,      -87.58462,       30.00108,      -17.71739,      -87.59331,       30.00136,      -22.38043,K:\raw data\GM11\10-07\FL11281020159.png,  247,  590,  844
       2.1379208,      -87.93682,       30.00288,      -17.23913,      -87.93880,       30.00288,      -22.38043,K:\raw data\GM11\10-07\FL11281020732.png,  252, 1350, 1389
       2.1393281,      -87.94176,       30.00288,      -24.17391,      -87.95358,       30.00291,      -16.52174,K:\raw data\GM11\10-07\FL11281020732.png,  252, 1502, 1870
       2.1546231,      -87.99083,       29.99112,      -22.14130,      -87.99990,       29.97995,      -12.45652,K:\raw data\GM11\10-07\FL11281020839.png,  253, 1154, 1627
       2.2136003,      -88.00305,       29.81961,      -30.98913,      -88.00304,       29.81387,      -29.91304,K:\raw data\GM11\10-07\FL11281021159.png,  256, 1524, 1708
       2.2189147,      -88.00290,       29.80323,      -32.06522,      -88.00273,       29.79588,      -30.98913,K:\raw data\GM11\10-07\FL11281021305.png,  257,   98,  370
       2.2235253,      -88.00252,       29.78936,      -32.30435,      -88.00243,       29.78609,      -32.30435,K:\raw data\GM11\10-07\FL11281021305.png,  257,  596,  730
       2.2313025,      -88.00206,       29.76729,      -34.33696,      -88.00200,       29.75172,      -27.64130,K:\raw data\GM11\10-07\FL11281021305.png,  257, 1436, 1990
       2.2366911,      -88.00201,       29.75090,      -28.71739,      -88.00209,       29.74353,      -29.55435,K:\raw data\GM11\10-07\FL11281021412.png,  258,   18,  308
       3.6311233,      -88.49694,       29.89400,       -7.79348,      -88.49703,       29.89791,      -14.13043,K:\raw data\GM11\10-07\FL11281033732.png,  333,  628,  742
       3.6337897,      -88.49714,       29.90182,      -16.40217,      -88.49741,       29.91117,      -22.97826,K:\raw data\GM11\10-07\FL11281033732.png,  333,  916, 1286
       3.6376783,      -88.49745,       29.91273,      -11.38043,      -88.49770,       29.92593,      -19.15217,K:\raw data\GM11\10-07\FL11281033732.png,  333, 1336, 1832
