time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.568865,      -88.67352,       29.91769,       -8.75000,      -88.67519,       29.92920,      -10.18478,K:\raw data\GM11\10-02\FL11275193402.png,   13,  140,  606
       19.578216,      -88.67753,       29.94293,       -9.94565,      -88.67649,       29.96119,      -11.73913,K:\raw data\GM11\10-02\FL11275193402.png,   13, 1150, 1852
       19.586586,      -88.67381,       29.96608,       -8.15217,      -88.66113,       29.99062,      -11.73913,K:\raw data\GM11\10-02\FL11275193509.png,   14,   54, 1114
       19.593048,      -88.66531,       29.98229,      -12.33696,      -88.66357,       29.98576,      -17.59783,K:\raw data\GM11\10-02\FL11275193509.png,   14,  752,  937
       19.698744,      -88.57275,       29.82020,      -22.61957,      -88.57504,       29.80444,       -8.39130,K:\raw data\GM11\10-02\FL11275194149.png,   20,  168,  782
       19.709706,      -88.58240,       29.78958,      -23.21739,      -88.59305,       29.77504,      -13.29348,K:\raw data\GM11\10-02\FL11275194149.png,   20, 1352, 1988
       19.720104,      -88.60085,       29.76389,      -12.69565,      -88.60662,       29.75459,      -11.50000,K:\raw data\GM11\10-02\FL11275194255.png,   21,  475,  836
       19.725001,      -88.60885,       29.75097,       -7.31522,      -88.62410,       29.72794,      -12.33696,K:\raw data\GM11\10-02\FL11275194255.png,   21, 1004, 1982
       19.738389,      -88.63185,       29.71659,       -9.10870,      -88.64515,       29.69771,      -14.48913,K:\raw data\GM11\10-02\FL11275194402.png,   22,  450, 1256
       19.956539,      -88.22566,       29.81132,      -29.79348,      -88.19575,       29.85345,      -29.79348,K:\raw data\GM11\10-02\FL11275195722.png,   34,   12, 1982
       19.975001,      -88.19529,       29.85410,      -29.79348,      -88.16570,       29.89662,      -31.22826,K:\raw data\GM11\10-02\FL11275195829.png,   35,    6, 1990
       19.993518,      -88.16570,       29.89662,      -29.91304,      -88.16053,       29.90362,      -32.78261,K:\raw data\GM11\10-02\FL11275195935.png,   36,    6,  324
       20.002462,      -88.15517,       29.91930,      -29.91304,      -88.15347,       29.93808,      -28.47826,K:\raw data\GM11\10-02\FL11275195935.png,   36,  972, 1724
       20.035071,      -88.14741,       30.00663,      -21.90217,      -88.13899,       30.02934,      -21.30435,K:\raw data\GM11\10-02\FL11275200149.png,   38,  494, 1438
       20.137378,      -87.90700,       30.04192,      -19.39130,      -87.89714,       30.03324,      -23.21739,K:\raw data\GM11\10-02\FL11275200722.png,   43, 1544, 1992
       22.254756,      -88.71686,       29.46941,      -12.33696,      -88.71484,       29.48151,      -11.61957,K:\raw data\GM11\10-02\FL11275221509.png,  158,  237,  728
       22.329408,      -88.66515,       29.66741,       -7.19565,      -88.64035,       29.70400,       -6.59783,K:\raw data\GM11\10-02\FL11275221935.png,  162,  300, 1958
       22.345147,      -88.63981,       29.70462,       -6.83696,      -88.63759,       29.70705,       -6.35870,K:\raw data\GM11\10-02\FL11275222042.png,  163,    0,  117
       22.354461,      -88.61933,       29.72295,      -14.01087,      -88.60097,       29.73460,      -10.30435,K:\raw data\GM11\10-02\FL11275222042.png,  163, 1006, 1714
       22.363776,      -88.59416,       29.73855,      -14.72826,      -88.55764,       29.75747,      -21.06522,K:\raw data\GM11\10-02\FL11275222149.png,  164,   12, 1408
       22.402624,      -88.48902,       29.79761,      -28.47826,      -88.46371,       29.83867,      -30.03261,K:\raw data\GM11\10-02\FL11275222402.png,  166,  208, 1988
       22.419308,      -88.46332,       29.83937,      -29.07609,      -88.45021,       29.86144,      -29.67391,K:\raw data\GM11\10-02\FL11275222509.png,  167,   10,  994
       22.623163,      -88.14499,       30.05415,      -21.66304,      -88.15112,       30.05544,      -19.98913,K:\raw data\GM11\10-02\FL11275223722.png,  178,   28,  248
       22.626071,      -88.15374,       30.05603,      -19.86957,      -88.16325,       30.05832,      -21.18478,K:\raw data\GM11\10-02\FL11275223722.png,  178,  342,  662
       22.743266,      -88.51944,       30.14172,      -10.78261,      -88.52912,       30.14336,      -11.14130,K:\raw data\GM11\10-02\FL11275224402.png,  184, 1000, 1332
       22.745395,      -88.52559,       30.14276,       -3.84783,      -88.53264,       30.14396,      -11.61957,K:\raw data\GM11\10-02\FL11275224402.png,  184, 1230, 1474
       22.749654,      -88.53971,       30.14514,      -10.66304,      -88.54850,       30.14657,       -9.22826,K:\raw data\GM11\10-02\FL11275224402.png,  184, 1690, 1980
