time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       19.686837,      -88.97621,       30.11120,       -4.92391,      -88.94619,       30.10455,       -5.04348,K:\raw data\GM11\09-24\FL11267194124.png,    4,  678, 1768
       19.703762,      -88.92625,       30.10008,       -6.35870,      -88.89800,       30.09383,       -3.13043,K:\raw data\GM11\09-24\FL11267194156.png,    5,  506, 1548
       19.720465,      -88.87535,       30.08900,       -3.01087,      -88.86698,       30.08716,       -7.79348,K:\raw data\GM11\09-24\FL11267194303.png,    6,  310,  610
       19.740371,      -88.81624,       30.07635,       -5.28261,      -88.77966,       30.06852,       -6.71739,K:\raw data\GM11\09-24\FL11267194410.png,    7,  460, 1804
       19.799551,      -88.63788,       30.04815,       -5.64130,      -88.60997,       30.05300,      -13.89130,K:\raw data\GM11\09-24\FL11267194730.png,   10,  852, 1842
       19.814624,      -88.59087,       30.05228,      -11.26087,      -88.54897,       30.04837,      -13.05435,K:\raw data\GM11\09-24\FL11267194836.png,   11,  480, 1924
       19.828845,      -88.54725,       30.04806,      -13.77174,      -88.52278,       30.03668,      -19.27174,K:\raw data\GM11\09-24\FL11267194943.png,   12,   16,  955
       19.866843,      -88.50035,       29.96211,      -18.43478,      -88.50078,       29.94371,      -18.67391,K:\raw data\GM11\09-24\FL11267195156.png,   14,  120,  848
       19.874638,      -88.50082,       29.94141,      -24.17391,      -88.50101,       29.92296,      -24.05435,K:\raw data\GM11\09-24\FL11267195156.png,   14,  962, 1678
       19.902895,      -88.50108,       29.86314,      -27.28261,      -88.50115,       29.85546,      -26.44565,K:\raw data\GM11\09-24\FL11267195410.png,   16,   14,  318
       19.912524,      -88.50112,       29.83624,      -26.56522,      -88.50106,       29.82777,      -27.52174,K:\raw data\GM11\09-24\FL11267195410.png,   16, 1054, 1395
       20.110546,      -88.50111,       29.28196,       -8.27174,      -88.50132,       29.25518,      -10.18478,K:\raw data\GM11\09-24\FL11267200623.png,   27,  442, 1454
